41129	Paolo Acerbis	86.1678004535147392	203	8530	1	0	0
56868	Diego Ciccone	73.9229024943310658	172	10190	2	0	0
362194	Nicolas Lopez	74.8299319727891156	177	7878	1	0	0
361735	Diogo Coelho	82.0861678004535147	182	10214	1	0	0
51371	Juan Pablo Pino	72.108843537414966	175	7794	2	0	0
56819	Sebastian Fernandez	68.9342403628117914	170	8370	2	0	0
56816	Fabian Yantorno	72.108843537414966	172	10251	1	0	0
361752	Piqueti	72.108843537414966	172	10264	1	0	0
362119	Luca Garritano	67.1201814058956916	172	9880	1	0	0
24260	Craig Easton	71.2018140589569161	177	8457	3	0	0
